actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_loss,duration,encoder_recon_loss,episode,episode_reward,mvd_loss,step,success_rate
0.5613055276870728,0.3655014718696475,-3.0,0.35581749856472017,0.09993354031374885,-0.21528389781713486,0.3420192130282521,20.01883888244629,0.06778614699840546,21.0,-10.36391993612051,2.952304973602295,1050,0.0
1.7169839334487915,0.12626399390399456,-3.0,0.47017578840255736,0.09967909584730412,-0.2119910591840744,0.037972904071211816,19.309247732162476,0.02745900820940733,22.0,-9.624803639948368,2.4406227493286132,1100,0.0
1.359227518439293,0.22664799340069294,-3.0,0.4334272564947605,0.0994299434091182,-0.2139180725812912,0.08978769838809968,19.210366249084473,0.01550360105931759,23.0,-12.010549321770668,2.3908846282958987,1150,0.0
1.7854112577438355,0.14260657489299775,-3.0,0.474617201089859,0.09917939755704261,-0.2148336198925972,0.021726267375051976,19.10462999343872,0.012209301199764013,24.0,-7.798054181039333,2.33524432182312,1200,0.0
1.8973980569839477,0.10699785947799682,-3.0,0.4844577383995056,0.09892107887366244,-0.21116281867027284,0.018895260393619537,18.97625732421875,0.01048914596438408,25.0,-8.065591394901276,2.2538993835449217,1250,0.0
1.8560870504379272,0.1223096913099289,-3.0,0.47912457942962644,0.09866397990872647,-0.2110217598080635,0.019555692058056594,19.500153303146362,0.009178833533078433,26.0,-15.489999368786812,2.1688139629364014,1300,0.0
1.9764521646499633,0.10695644110441208,-3.0,0.48973055720329284,0.09840984128752563,-0.21175419747829438,0.015540340822190047,19.50832176208496,0.009035410638898612,27.0,-8.548432800918818,2.1594464874267576,1350,0.0
1.9163511991500854,0.1154262101650238,-3.0,0.4825660824775696,0.09815494034238957,-0.20981157541275025,0.01628722544759512,19.59261989593506,0.008466191496700049,28.0,-2.702956944704056,2.1088383436203,1400,0.1
1.9832937955856322,0.11733999878168105,-3.0,0.4878826022148132,0.09790345578671382,-0.20764867454767227,0.01667482774704695,19.026154041290283,0.007631986923515796,29.0,-12.826588861644268,2.0617019271850587,1450,0.1
1.7171835851669313,0.1842406588792801,-3.0,0.4606725978851318,0.09765392965834647,-0.20913722336292268,0.03505388455465436,19.171659469604492,0.007910309014841915,30.0,-6.511746573261917,2.107737126350403,1500,0.1
1.5633767580986022,0.2183990466594696,-3.0,0.4445838963985443,0.0974265496269982,-0.2077038034796715,0.032358339577913287,19.106812238693237,0.007279411032795906,31.0,-9.99568523466587,2.061802854537964,1550,0.1
1.810834722518921,0.15897103190422057,-3.0,0.46756075501441957,0.09718973752845718,-0.20680310934782029,0.023861317820847036,19.49729299545288,0.006854679174721241,32.0,-14.085950493812561,2.0282561063766478,1600,0.1
1.8928796768188476,0.15854528933763504,-3.0,0.4743466866016388,0.09694571625225419,-0.20653599113225937,0.02455053010955453,19.79605722427368,0.006784189688041806,33.0,-12.886547490954399,1.968992691040039,1650,0.1
1.8469241619110108,0.19579089492559432,-3.0,0.4687144637107849,0.09670251996156815,-0.21408550828695297,0.034209410287439825,20.709798097610474,0.006782971695065499,34.0,-16.67093911767006,1.957934145927429,1700,0.1
1.8627392387390136,0.17854074716567994,-3.0,0.46907326340675354,0.09646389611429707,-0.2138858449459076,0.028178140204399824,18.99405074119568,0.006641337620094418,35.0,-9.216196112334728,1.9942509603500367,1750,0.1
1.942179980278015,0.16801948189735413,-3.0,0.4755420732498169,0.09622115710045089,-0.21262142509222032,0.02327874016016722,19.5272798538208,0.006254279231652618,36.0,-15.06341190636158,1.895461812019348,1800,0.1
1.9034764385223388,0.18964992582798004,-3.0,0.4706332147121429,0.09597907847308199,-0.21718795448541642,0.026248002704232932,19.190115451812744,0.006141644138842821,37.0,-12.381059162318707,1.8883058166503905,1850,0.1
1.9295203828811645,0.18920637905597687,-3.0,0.47195002794265745,0.09573907742882355,-0.2160738894343376,0.026966067887842657,18.98296356201172,0.006103305388242006,38.0,-9.091087952256203,1.835455470085144,1900,0.0
1.9193641662597656,0.2169544678926468,-3.0,0.46980137467384336,0.095500047383368,-0.21617557972669602,0.03327025288715959,19.21575140953064,0.006289829015731812,39.0,-14.382065489888191,1.7462842226028443,1950,0.0
1.8758342933654786,0.23159779071807862,-3.0,0.4644891595840454,0.09526466669034285,-0.21442366778850555,0.030408207178115845,19.181254863739014,0.006020245756953955,40.0,-4.477781340479851,1.719508090019226,2000,0.0
1.959395899772644,0.20910564363002776,-3.0,0.4712773704528809,0.09502696633253224,-0.21473181873559952,0.030384083166718482,19.35002899169922,0.006163720078766346,41.0,-10.647338481619954,1.6203759241104125,2050,0.0
1.8884386587142945,0.20906148582696915,-3.0,0.463380743265152,0.09479179452752781,-0.21274526834487914,0.04663464657962322,19.246022701263428,0.00690266995690763,42.0,-6.0922289080917835,1.7944436597824096,2100,0.0
1.7884154033660888,0.20390005350112916,-3.0,0.45279343843460085,0.0945593043472645,-0.20999527126550674,0.033798966631293295,19.206360578536987,0.005828068712726235,43.0,-9.877774581313133,1.6486672163009644,2150,0.0
1.8892318248748778,0.21232608675956727,-3.0,0.4612031364440918,0.0943302549302768,-0.21089581578969954,0.035034738816320896,19.62191653251648,0.0055866295378655196,44.0,-11.407024443149567,1.4930008745193482,2200,0.0
1.912022294998169,0.21638212680816651,-3.0,0.46221363425254824,0.09409838729610223,-0.21201416045427324,0.03401678802445531,18.99625563621521,0.0061909032240509984,45.0,-9.883876495063305,1.43768084526062,2250,0.0
1.8169712686538697,0.23858598709106446,-3.0,0.45216307282447815,0.09386836209482194,-0.21138293385505677,0.03423858638852835,19.184212684631348,0.006436962923035025,46.0,-13.586148604750633,1.5098127508163453,2300,0.0
1.942112579345703,0.22807061195373535,-3.0,0.4627781248092651,0.0936402725424694,-0.21148382633924484,0.03183488117530942,19.096131086349487,0.00557050141505897,47.0,-7.7678369507193565,1.4569876956939698,2350,0.0
2.0043292379379274,0.22033286094665527,-3.0,0.46744036316871646,0.09340711839317724,-0.21152832448482514,0.031381866876035926,19.211357355117798,0.005338322874158621,48.0,-9.437562122941017,1.2821179389953614,2400,0.0
1.9999317121505737,0.2394898796081543,-3.0,0.46586488127708436,0.09317428723076171,-0.2105563285946846,0.03126301860436797,19.314260005950928,0.005228928960859775,49.0,-9.024696987122297,1.271052212715149,2450,0.0
1.9727003479003906,0.2686248886585236,-3.0,0.4621781611442566,0.09294285880812757,-0.21014272689819335,0.0439042847417295,18.97404193878174,0.005285111349076032,50.0,-15.033499911427498,1.2885371446609497,2500,0.0
1.9285708236694337,0.3099770188331604,-3.0,0.4569502389431,0.0927145134983091,-0.21293736428022383,0.06588152952492238,19.003291368484497,0.005614171046763658,51.0,-6.4678432531654835,1.4802334785461426,2550,0.0
1.9497585582733155,0.2745926862955093,-3.0,0.45779155373573305,0.09248756498832116,-0.20931736648082733,0.05477809458971024,19.712231874465942,0.005381306298077106,52.0,-8.809662640094757,1.2536183929443359,2600,0.0
1.9140730428695678,0.2844306427240372,-3.0,0.4533814537525177,0.09226098505499673,-0.21005435287952423,0.05678204987198114,18.901492834091187,0.0053268054500222204,53.0,-8.953276991844177,1.3273123550415038,2650,0.0
1.9600672912597656,0.28568960130214693,-3.0,0.45650882720947267,0.09203690957661516,-0.2082316905260086,0.05450067736208439,18.977128267288208,0.005226269392296672,54.0,-10.906990125775337,1.276576418876648,2700,0.0
1.9848326110839845,0.3006354033946991,-3.0,0.45766303658485413,0.09181088436095237,-0.20986228734254836,0.05915283419191837,19.001184940338135,0.005266135185956955,55.0,-14.535144731402397,1.285890212059021,2750,0.0
1.972461190223694,0.2969057697057724,-3.0,0.4554075527191162,0.09158579596281244,-0.21066689223051072,0.05397590432316065,18.918567657470703,0.004985895222052932,56.0,-6.292298123240471,1.2765419006347656,2800,0.0
2.0002106285095214,0.31264379382133484,-3.0,0.4568264245986938,0.09136137914490979,-0.20727458626031875,0.05110567331314087,18.99989676475525,0.004989713504910469,57.0,-6.443241760134697,1.090455048084259,2850,0.0
1.9693846416473388,0.30742711544036866,-3.0,0.45289875984191896,0.09113771965973282,-0.20650081753730773,0.05659644823521376,19.396777153015137,0.005103480163961649,58.0,-6.683172397315502,1.345682406425476,2900,0.1
1.9912303066253663,0.309466090798378,-3.0,0.45377960562705993,0.09091532320326483,-0.20621429353952409,0.04980658333748579,18.80452561378479,0.004792606830596924,59.0,-14.012677937746048,1.2760855984687804,2950,0.1
1.989002914428711,0.2816441994905472,-3.0,0.45246933698654174,0.09069343619691761,-0.20763584852218628,0.056170213986188176,18.901447772979736,0.0048093774728477,60.0,-7.13961486518383,1.2746084713935852,3000,0.1
1.9856515169143676,0.30721079885959623,-3.0,0.4510634708404541,0.09047213771768634,-0.20620503038167953,0.05024725154042244,18.680270671844482,0.004773397231474519,61.0,-16.4792210906744,1.0687915420532226,3050,0.1
1.940544514656067,0.3412530016899109,-3.0,0.4458994424343109,0.09025322913596577,-0.21021585136651993,0.053227981999516484,18.598203420639038,0.004735593888908624,62.0,-12.771137416362762,1.04600182056427,3100,0.1
1.9772703075408935,0.33037561893463135,-3.0,0.44812880277633665,0.09003497140688316,-0.20854325950145722,0.03674995269626379,18.803922176361084,0.004692883724346757,63.0,-11.002204835414886,1.0269136071205138,3150,0.1
1.9749765062332154,0.3337898647785187,-3.0,0.44683735132217406,0.08981705607220337,-0.2095705083012581,0.04256931591778994,19.013949155807495,0.004631168888881803,64.0,-19.419895693659782,1.1172908878326415,3200,0.1
1.9610650539398193,0.3288965779542923,-3.0,0.44451152086257933,0.0895998984984254,-0.2122465631365776,0.056901815347373486,18.710659980773926,0.004595335638150573,65.0,-9.102867662906647,1.1514273500442505,3250,0.1
1.9707663106918334,0.3296535807847977,-3.0,0.4443069279193878,0.08938391274825262,-0.21169752091169358,0.07702708341181279,18.7725031375885,0.004715500948950648,66.0,-11.348010793328285,1.2046883964538575,3300,0.1
1.9415741348266602,0.3670344030857086,-3.0,0.4406354534626007,0.08916911337091589,-0.20984125912189483,0.05355494935065508,18.900962352752686,0.004623054759576917,67.0,-9.43010425567627,1.1427719688415527,3350,0.1
1.946757559776306,0.39527623891830443,-3.0,0.4400410163402557,0.08895513126822532,-0.2147521886229515,0.06683317732065916,20.10606288909912,0.005183570170775056,68.0,-10.972604922950268,1.1538616514205933,3400,0.0
1.9481343126296997,0.3683600699901581,-3.0,0.4391093385219574,0.08874243437148602,-0.2124798107147217,0.09170499712228775,19.41881799697876,0.005127180963754654,69.0,-12.22961737215519,1.3134060287475586,3450,0.0
